id,Temperature,Humidity,Wind_Speed,Precipitation(%),Cloud_Cover,Atmospheric_Pressure,UV_Index,Season,Visibility(km),Location,Weather_Type,Humidity_Normalized
563,45,95,3.0,107,overcast,1013.55,1,Spring,8.0,coastal,Cloudy,0.8426966292134831
564,29,81,5.0,95,overcast,990.38,2,Winter,4.5,mountain,Rainy,0.6853932584269663
565,24,94,5.5,58,overcast,999.28,2,Winter,1.5,coastal,Rainy,0.8314606741573034
566,14,95,15.0,52,overcast,1001.31,3,Spring,2.5,coastal,Rainy,0.8426966292134831
567,28,66,1.5,8,clear,1028.57,6,Winter,8.0,coastal,Sunny,0.5168539325842697
568,16,79,12.5,65,partly cloudy,994.52,1,Spring,1.0,coastal,Rainy,0.6629213483146067
569,17,66,9.5,28,partly cloudy,1006.33,4,Summer,6.5,coastal,Cloudy,0.5168539325842697
570,22,76,2.5,35,overcast,1006.76,4,Summer,7.0,inland,Cloudy,0.6292134831460674
571,38,49,11.5,56,partly cloudy,1187.38,13,Autumn,13.0,inland,Sunny,0.3258426966292135
572,31,69,5.5,73,partly cloudy,1010.26,3,Winter,4.0,coastal,Rainy,0.550561797752809
573,-13,102,18.0,93,overcast,984.22,9,Winter,5.5,inland,Snowy,0.9213483146067416
574,23,94,18.0,50,partly cloudy,1003.54,1,Summer,2.0,mountain,Rainy,0.8314606741573034
575,19,76,9.5,14,overcast,1012.3,2,Spring,6.5,inland,Cloudy,0.6292134831460674
576,39,84,32.5,71,partly cloudy,1019.59,3,Winter,4.0,mountain,Rainy,0.7191011235955056
577,4,74,8.5,77,overcast,987.85,1,Winter,3.5,inland,Snowy,0.6067415730337079
578,2,80,12.5,93,overcast,987.85,1,Winter,1.5,inland,Snowy,0.6741573033707865
579,-9,77,3.0,97,overcast,990.49,0,Winter,3.0,mountain,Snowy,0.6404494382022472
580,23,63,2.0,16,partly cloudy,1015.73,4,Spring,8.5,coastal,Cloudy,0.48314606741573035
581,13,60,5.5,31,overcast,1019.03,2,Spring,5.5,inland,Cloudy,0.449438202247191
582,19,59,1.0,25,overcast,1011.4,3,Autumn,5.0,coastal,Cloudy,0.43820224719101125
583,17,89,17.5,89,overcast,1001.82,1,Spring,4.5,coastal,Rainy,0.7752808988764045
584,41,20,1.5,13,clear,1028.27,5,Winter,9.0,mountain,Sunny,0.0
585,6,76,2.5,64,partly cloudy,1000.66,6,Spring,0.0,inland,Snowy,0.6292134831460674
586,33,36,4.5,2,clear,1026.57,7,Winter,8.5,coastal,Sunny,0.1797752808988764
587,11,57,5.0,19,partly cloudy,1019.91,1,Summer,7.5,inland,Cloudy,0.4157303370786517
588,4,81,9.0,72,partly cloudy,995.05,0,Winter,2.5,inland,Snowy,0.6853932584269663
589,30,73,13.5,67,partly cloudy,1000.4,0,Summer,3.0,inland,Rainy,0.5955056179775281
590,27,64,2.0,42,partly cloudy,1005.59,4,Summer,8.0,mountain,Cloudy,0.4943820224719101
591,32,91,5.5,67,overcast,1004.63,3,Summer,2.0,mountain,Rainy,0.797752808988764
592,-2,60,11.0,61,overcast,986.79,0,Winter,3.5,inland,Snowy,0.449438202247191
593,-18,70,11.0,12,partly cloudy,1182.77,14,Summer,10.5,inland,Cloudy,0.5617977528089888
594,3,72,10.0,78,overcast,987.7,1,Winter,4.5,inland,Snowy,0.5842696629213483
595,-8,92,5.5,54,overcast,999.41,1,Winter,3.0,mountain,Snowy,0.8089887640449438
596,4,75,10.5,69,cloudy,926.46,12,Spring,1.5,mountain,Rainy,0.6179775280898876
597,34,71,4.0,42,partly cloudy,1001.55,4,Summer,7.0,mountain,Cloudy,0.5730337078651685
598,38,44,5.5,7,partly cloudy,1015.53,5,Summer,9.5,inland,Sunny,0.2696629213483146
599,22,57,5.0,2,clear,1026.21,5,Autumn,8.0,mountain,Sunny,0.4157303370786517
600,20,20,8.0,7,clear,1027.65,6,Spring,9.5,inland,Sunny,0.0
601,-8,60,6.0,77,overcast,983.66,0,Winter,2.5,inland,Snowy,0.449438202247191
602,47,72,11.5,108,clear,1019.44,12,Autumn,9.5,inland,Sunny,0.5842696629213483
603,-9,70,5.0,67,partly cloudy,980.37,0,Winter,4.5,mountain,Snowy,0.5617977528089888
604,39,42,3.0,19,partly cloudy,1011.63,7,Winter,6.0,inland,Sunny,0.24719101123595505
605,21,86,9.5,58,partly cloudy,997.76,1,Spring,3.0,mountain,Rainy,0.7415730337078652
606,-3,99,5.0,87,partly cloudy,987.24,1,Winter,3.0,inland,Snowy,0.8876404494382022
607,29,46,6.0,9,clear,1014.94,5,Spring,6.5,inland,Sunny,0.29213483146067415
608,30,60,6.5,75,overcast,998.88,1,Autumn,4.0,coastal,Rainy,0.449438202247191
609,39,29,0.5,16,clear,1017.52,5,Spring,6.0,coastal,Sunny,0.10112359550561797
610,30,64,7.0,51,overcast,1014.89,3,Summer,3.5,inland,Rainy,0.4943820224719101
611,-1,82,3.0,64,overcast,991.36,1,Winter,3.5,inland,Snowy,0.6966292134831461
612,26,82,18.5,90,overcast,994.41,2,Spring,3.0,mountain,Rainy,0.6966292134831461
613,11,74,6.0,86,overcast,1009.58,3,Spring,2.5,mountain,Rainy,0.6067415730337079
614,26,23,3.0,13,clear,1014.87,5,Summer,7.5,coastal,Sunny,0.033707865168539325
615,12,75,19.5,66,partly cloudy,1019.53,1,Autumn,4.5,coastal,Rainy,0.6179775280898876
616,-12,24,3.0,50,partly cloudy,1016.12,3,Summer,6.5,inland,Sunny,0.0449438202247191
617,32,60,9.0,52,overcast,992.85,3,Winter,4.5,coastal,Rainy,0.449438202247191
618,24,80,32.0,84,overcast,1013.59,1,Autumn,3.0,mountain,Rainy,0.6741573033707865
619,24,78,7.0,27,partly cloudy,1004.99,4,Summer,6.5,coastal,Cloudy,0.651685393258427
620,36,33,8.5,2,partly cloudy,1025.96,6,Summer,9.0,coastal,Sunny,0.14606741573033707
621,-7,81,6.0,85,overcast,985.67,0,Winter,2.0,mountain,Snowy,0.6853932584269663
622,21,58,7.5,16,overcast,1019.37,2,Autumn,7.5,inland,Cloudy,0.42696629213483145
623,16,76,9.0,65,overcast,1006.24,3,Spring,2.5,coastal,Rainy,0.6292134831460674
624,-19,26,7.5,20,cloudy,879.11,10,Spring,13.5,mountain,Cloudy,0.06741573033707865
625,18,71,9.0,91,overcast,995.69,1,Spring,1.0,inland,Rainy,0.5730337078651685
626,-8,63,0.5,73,overcast,994.16,1,Winter,3.0,mountain,Snowy,0.48314606741573035
627,1,63,11.5,82,overcast,997.03,0,Winter,1.5,inland,Snowy,0.48314606741573035
628,19,91,10.0,62,overcast,1004.94,2,Winter,2.0,coastal,Rainy,0.797752808988764
629,35,40,7.0,5,partly cloudy,1013.66,9,Summer,9.5,inland,Sunny,0.2247191011235955
630,-4,74,17.0,56,overcast,980.29,1,Winter,2.5,mountain,Snowy,0.6067415730337079
631,20,98,18.0,78,partly cloudy,1007.06,0,Autumn,2.0,coastal,Rainy,0.8764044943820225
632,34,24,10.0,1,clear,1019.98,10,Summer,7.0,mountain,Sunny,0.0449438202247191
633,40,26,9.0,19,clear,1023.2,6,Summer,9.0,inland,Sunny,0.06741573033707865
634,33,80,14.0,77,overcast,1016.88,1,Autumn,4.5,coastal,Rainy,0.6741573033707865
635,-2,96,6.0,66,overcast,984.93,0,Winter,1.5,inland,Snowy,0.8539325842696629
636,0,84,17.0,96,overcast,989.75,0,Winter,1.0,mountain,Snowy,0.7191011235955056
637,-2,106,24.0,73,partly cloudy,981.5,13,Winter,1.5,inland,Snowy,0.9662921348314607
638,34,67,18.0,88,overcast,1018.97,1,Summer,3.5,coastal,Rainy,0.5280898876404494
639,13,73,3.0,33,partly cloudy,1013.57,2,Spring,5.5,inland,Cloudy,0.5955056179775281
640,2,100,27.0,82,overcast,984.28,12,Winter,3.5,inland,Snowy,0.898876404494382
641,2,95,10.5,50,partly cloudy,995.71,0,Winter,5.0,mountain,Snowy,0.8426966292134831
642,0,76,14.5,95,overcast,996.54,1,Winter,2.0,mountain,Snowy,0.6292134831460674
643,-9,70,6.5,93,overcast,988.14,1,Winter,2.5,inland,Snowy,0.5617977528089888
644,29,70,7.5,91,overcast,1019.22,2,Spring,3.0,mountain,Rainy,0.5617977528089888
645,14,65,17.5,74,overcast,1004.29,2,Winter,2.0,inland,Rainy,0.5056179775280899
646,22,69,11.5,26,overcast,1000.43,4,Summer,6.5,inland,Cloudy,0.550561797752809
647,21,90,15.0,83,overcast,995.43,1,Summer,1.5,mountain,Rainy,0.7865168539325843
648,24,51,8.0,26,partly cloudy,1018.31,2,Spring,6.5,mountain,Cloudy,0.34831460674157305
649,15,91,6.5,92,overcast,993.62,0,Spring,2.5,inland,Rainy,0.797752808988764
650,37,64,4.0,54,cloudy,941.95,6,Autumn,8.5,mountain,Sunny,0.4943820224719101
651,30,58,1.5,41,partly cloudy,1000.16,3,Summer,6.5,inland,Cloudy,0.42696629213483145
652,20,63,20.0,55,overcast,1017.9,3,Summer,1.0,inland,Rainy,0.48314606741573035
653,29,103,22.5,97,partly cloudy,1012.64,8,Summer,1.5,inland,Rainy,0.9325842696629213
654,27,21,1.5,9,clear,1028.6,7,Autumn,6.0,inland,Sunny,0.011235955056179775
655,36,78,12.5,86,partly cloudy,1017.41,7,Winter,2.5,inland,Cloudy,0.651685393258427
656,42,95,16.5,105,clear,1017.9,6,Spring,4.0,coastal,Sunny,0.8426966292134831
657,-8,68,11.0,76,overcast,989.03,0,Winter,3.5,mountain,Snowy,0.5393258426966292
658,33,26,6.5,5,clear,1029.26,7,Summer,9.5,coastal,Sunny,0.06741573033707865
659,3,64,15.0,54,overcast,990.39,0,Winter,1.5,inland,Snowy,0.4943820224719101
660,10,77,11.5,79,partly cloudy,1002.35,3,Autumn,2.5,coastal,Rainy,0.6404494382022472
661,-10,65,7.5,78,overcast,999.97,0,Winter,4.5,inland,Snowy,0.5056179775280899
662,3,96,3.0,68,overcast,984.04,1,Winter,4.0,inland,Snowy,0.8539325842696629
663,-6,60,12.0,79,partly cloudy,997.36,1,Winter,2.0,inland,Snowy,0.449438202247191
664,12,24,10.0,12,cloudy,1025.6,14,Winter,5.0,mountain,Snowy,0.0449438202247191
665,-10,97,4.0,93,partly cloudy,987.18,1,Winter,3.5,mountain,Snowy,0.8651685393258427
666,34,77,4.0,46,overcast,1015.98,1,Winter,5.0,coastal,Cloudy,0.6404494382022472
667,11,87,15.5,66,partly cloudy,990.51,1,Winter,3.0,inland,Rainy,0.7528089887640449
668,-5,80,3.0,99,overcast,989.91,0,Winter,1.5,mountain,Snowy,0.6741573033707865
669,28,65,6.5,44,partly cloudy,1016.96,3,Autumn,5.0,inland,Cloudy,0.5056179775280899
670,18,63,1.0,15,partly cloudy,1001.89,1,Winter,9.0,inland,Cloudy,0.48314606741573035
671,21,35,1.0,19,partly cloudy,1029.78,5,Winter,7.0,mountain,Sunny,0.16853932584269662
672,14,90,18.0,73,overcast,991.27,3,Winter,2.0,inland,Rainy,0.7865168539325843
673,33,63,4.0,15,clear,1022.72,7,Autumn,6.5,coastal,Sunny,0.48314606741573035
674,11,93,10.0,63,partly cloudy,1007.74,3,Autumn,5.0,mountain,Rainy,0.8202247191011236
675,28,33,7.0,33,cloudy,824.16,0,Summer,5.0,mountain,Sunny,0.14606741573033707
676,20,67,0.0,48,partly cloudy,1010.23,4,Winter,7.0,mountain,Cloudy,0.5280898876404494
677,-6,70,9.5,62,overcast,986.98,1,Winter,2.5,mountain,Snowy,0.5617977528089888
678,11,87,19.5,84,overcast,1000.8,2,Spring,3.5,inland,Rainy,0.7528089887640449
679,33,65,7.5,45,partly cloudy,1019.07,1,Summer,9.0,coastal,Cloudy,0.5056179775280899
680,22,62,14.0,91,overcast,1019.57,3,Spring,4.0,inland,Rainy,0.47191011235955055
681,27,50,4.5,15,clear,1012.86,10,Spring,8.5,mountain,Sunny,0.33707865168539325
682,-7,98,1.0,98,overcast,987.4,0,Winter,2.5,inland,Snowy,0.8764044943820225
683,12,69,4.5,29,overcast,1012.37,4,Autumn,8.5,inland,Cloudy,0.550561797752809
684,-11,69,13.0,31,partly cloudy,1081.28,0,Spring,5.0,inland,Sunny,0.550561797752809
685,35,49,3.5,13,partly cloudy,1016.25,5,Spring,8.0,mountain,Sunny,0.3258426966292135
686,-10,68,3.0,70,overcast,987.09,0,Winter,3.5,inland,Snowy,0.5393258426966292
687,-13,48,7.5,34,overcast,1196.03,6,Summer,15.5,mountain,Snowy,0.3146067415730337
688,33,85,27.5,84,partly cloudy,991.68,0,Winter,6.0,coastal,Rainy,0.7303370786516854
689,25,92,31.0,90,overcast,1017.26,6,Autumn,0.5,coastal,Rainy,0.8089887640449438
690,25,51,3.5,6,clear,1021.18,10,Winter,7.5,mountain,Sunny,0.34831460674157305
691,44,64,9.0,15,partly cloudy,1025.71,5,Summer,8.5,inland,Sunny,0.4943820224719101
692,31,63,17.0,53,overcast,1016.02,1,Spring,2.0,coastal,Rainy,0.48314606741573035
693,26,84,17.0,96,clear,1015.9,5,Spring,13.5,mountain,Sunny,0.7191011235955056
694,20,67,4.0,27,overcast,1010.5,2,Spring,8.0,coastal,Cloudy,0.5280898876404494
695,28,53,8.0,16,clear,1016.17,6,Summer,9.0,coastal,Sunny,0.3707865168539326
696,4,85,13.0,95,overcast,988.3,0,Winter,1.5,inland,Snowy,0.7303370786516854
697,28,104,21.0,109,partly cloudy,1008.63,0,Spring,3.0,coastal,Rainy,0.9438202247191011
698,21,61,2.0,33,partly cloudy,1014.64,4,Autumn,7.0,mountain,Cloudy,0.4606741573033708
699,3,89,7.0,82,overcast,998.9,1,Winter,3.0,mountain,Snowy,0.7752808988764045
700,-3,96,3.0,91,partly cloudy,994.14,8,Winter,2.5,mountain,Snowy,0.8539325842696629
701,28,63,5.0,2,clear,1010.5,10,Winter,7.5,coastal,Sunny,0.48314606741573035
702,39,69,4.5,11,clear,1012.36,8,Winter,7.5,coastal,Sunny,0.550561797752809
703,-13,52,5.5,75,cloudy,1066.35,14,Spring,7.5,inland,Sunny,0.3595505617977528
704,26,54,13.0,46,partly cloudy,1011.35,1,Autumn,6.0,mountain,Cloudy,0.38202247191011235
705,29,51,11.5,14,partly cloudy,1016.46,3,Winter,5.0,coastal,Cloudy,0.34831460674157305
706,38,22,5.0,7,clear,1016.55,8,Autumn,9.0,inland,Sunny,0.02247191011235955
707,26,99,18.0,67,overcast,1015.24,2,Summer,3.0,inland,Rainy,0.8876404494382022
708,48,40,7.0,91,partly cloudy,1184.13,3,Autumn,5.0,coastal,Snowy,0.2247191011235955
709,21,57,2.5,45,partly cloudy,1007.93,1,Autumn,5.5,coastal,Cloudy,0.4157303370786517
711,40,21,5.5,7,clear,1010.93,7,Autumn,9.0,inland,Sunny,0.011235955056179775
712,35,42,6.0,11,clear,1024.48,5,Summer,7.5,coastal,Sunny,0.24719101123595505
713,3,97,3.0,66,overcast,991.12,1,Winter,3.5,inland,Snowy,0.8651685393258427
714,23,83,9.5,90,overcast,1010.97,3,Winter,3.5,inland,Rainy,0.7078651685393258
715,19,74,6.5,37,overcast,1018.34,2,Winter,7.0,coastal,Cloudy,0.6067415730337079
716,32,71,14.0,24,partly cloudy,1000.28,4,Summer,6.0,mountain,Cloudy,0.5730337078651685
717,4,57,7.0,62,partly cloudy,1045.58,9,Winter,13.5,inland,Cloudy,0.4157303370786517
718,-8,82,13.0,90,overcast,985.99,1,Winter,1.0,mountain,Snowy,0.6966292134831461
719,16,82,27.5,81,overcast,995.65,3,Autumn,2.0,coastal,Rainy,0.6966292134831461
720,13,52,11.5,44,partly cloudy,1003.47,3,Summer,8.5,coastal,Cloudy,0.3595505617977528
721,18,73,11.5,12,overcast,1006.46,1,Spring,7.5,inland,Cloudy,0.5955056179775281
722,43,30,5.5,7,clear,1028.14,5,Summer,5.5,inland,Sunny,0.11235955056179775
723,14,73,13.0,40,overcast,1016.96,1,Autumn,8.0,coastal,Cloudy,0.5955056179775281
724,10,53,6.0,43,partly cloudy,1005.75,4,Summer,5.5,mountain,Cloudy,0.3707865168539326
725,28,72,8.0,71,overcast,1003.7,1,Summer,2.5,inland,Rainy,0.5842696629213483
726,-7,72,6.5,94,overcast,999.86,0,Winter,3.5,inland,Snowy,0.5842696629213483
727,3,89,17.0,80,partly cloudy,980.91,1,Winter,4.5,mountain,Snowy,0.7752808988764045
728,10,63,15.5,98,overcast,1007.79,2,Spring,1.5,inland,Rainy,0.48314606741573035
729,23,75,13.0,48,partly cloudy,1018.2,2,Winter,8.5,inland,Cloudy,0.6179775280898876
730,30,65,10.0,67,overcast,1001.1,2,Spring,3.5,mountain,Rainy,0.5056179775280899
732,-8,70,2.5,84,overcast,985.21,1,Winter,2.5,mountain,Snowy,0.5617977528089888
733,9,82,16.5,107,overcast,1011.48,4,Summer,0.5,inland,Cloudy,0.6966292134831461
734,5,83,30.5,96,partly cloudy,991.86,13,Winter,1.5,inland,Snowy,0.7078651685393258
735,14,81,18.5,79,partly cloudy,1005.82,1,Spring,1.5,coastal,Rainy,0.6853932584269663
736,10,76,15.0,53,overcast,1001.63,0,Spring,4.5,mountain,Rainy,0.6292134831460674
737,15,63,10.0,83,overcast,1016.68,0,Summer,2.5,coastal,Rainy,0.48314606741573035
738,33,96,24.5,97,partly cloudy,1010.21,5,Winter,2.0,mountain,Cloudy,0.8539325842696629
739,25,68,0.0,37,overcast,1008.06,2,Winter,7.5,mountain,Cloudy,0.5393258426966292
740,24,63,14.5,47,partly cloudy,1016.18,1,Spring,5.5,mountain,Cloudy,0.48314606741573035
741,-5,76,11.0,86,overcast,984.05,1,Winter,2.5,mountain,Snowy,0.6292134831460674
742,16,67,6.5,30,partly cloudy,1011.71,4,Summer,6.0,inland,Cloudy,0.5280898876404494
743,26,97,20.5,81,overcast,1005.35,12,Spring,5.5,coastal,Rainy,0.8651685393258427
744,22,62,9.0,26,partly cloudy,1019.79,1,Autumn,9.0,inland,Cloudy,0.47191011235955055
745,-10,87,1.5,76,partly cloudy,982.49,1,Winter,1.5,inland,Snowy,0.7528089887640449
746,22,56,0.5,29,partly cloudy,1019.41,1,Spring,7.0,inland,Cloudy,0.4044943820224719
747,28,46,8.0,11,clear,1010.17,6,Winter,5.5,coastal,Sunny,0.29213483146067415
748,0,71,1.5,67,overcast,995.64,1,Winter,3.5,inland,Snowy,0.5730337078651685
749,12,82,18.0,78,overcast,1018.01,1,Winter,4.5,coastal,Rainy,0.6966292134831461
750,32,93,15.0,51,overcast,1010.4,0,Autumn,3.0,coastal,Rainy,0.8202247191011236
751,-10,96,13.0,97,overcast,998.31,1,Winter,1.0,inland,Snowy,0.8539325842696629
752,30,51,3.0,48,partly cloudy,1012.49,3,Autumn,6.5,inland,Cloudy,0.34831460674157305
753,-6,67,12.0,89,overcast,998.75,0,Winter,3.0,mountain,Snowy,0.5280898876404494
754,31,69,16.0,50,partly cloudy,1016.26,2,Winter,4.5,inland,Rainy,0.550561797752809
755,36,61,2.5,14,clear,1019.32,5,Winter,6.0,coastal,Sunny,0.4606741573033708
756,-9,96,0.0,65,overcast,999.81,0,Winter,3.5,inland,Snowy,0.8539325842696629
757,23,57,12.5,21,overcast,1008.93,2,Autumn,8.0,mountain,Cloudy,0.4157303370786517
758,33,53,6.0,44,partly cloudy,1011.26,2,Spring,5.5,mountain,Cloudy,0.3707865168539326
759,55,96,3.0,84,partly cloudy,1007.32,12,Spring,8.5,mountain,Cloudy,0.8539325842696629
760,44,24,2.5,97,partly cloudy,805.4,0,Summer,8.0,inland,Cloudy,0.0449438202247191
761,30,53,2.0,22,overcast,1004.61,2,Spring,8.0,coastal,Cloudy,0.3707865168539326
762,29,71,7.5,22,partly cloudy,1002.82,1,Autumn,8.0,inland,Cloudy,0.5730337078651685
763,-3,96,5.0,53,partly cloudy,982.79,1,Winter,3.0,mountain,Snowy,0.8539325842696629
764,19,67,12.5,98,partly cloudy,994.55,1,Autumn,3.0,coastal,Rainy,0.5280898876404494
765,23,70,9.5,38,partly cloudy,1019.56,1,Summer,7.0,mountain,Cloudy,0.5617977528089888
766,22,66,7.0,23,overcast,1005.65,2,Winter,8.5,coastal,Cloudy,0.5168539325842697
767,24,51,6.0,60,overcast,820.41,1,Autumn,3.5,coastal,Snowy,0.34831460674157305
768,55,103,22.5,95,partly cloudy,1007.41,5,Winter,8.0,coastal,Cloudy,0.9325842696629213
769,37,40,2.0,13,partly cloudy,1018.46,5,Spring,10.0,inland,Sunny,0.2247191011235955
770,34,68,10.5,62,overcast,1012.09,2,Summer,2.0,coastal,Rainy,0.5393258426966292
771,23,67,9.0,21,overcast,1002.66,1,Spring,6.5,mountain,Cloudy,0.5280898876404494
772,0,94,9.5,76,overcast,997.53,0,Winter,4.0,mountain,Snowy,0.8314606741573034
773,-10,61,7.5,50,overcast,980.37,0,Winter,4.0,mountain,Snowy,0.4606741573033708
774,-1,83,19.0,85,partly cloudy,982.46,7,Winter,4.0,inland,Snowy,0.7078651685393258
775,21,101,11.5,77,overcast,1003.65,10,Summer,1.0,inland,Rainy,0.9101123595505618
776,12,98,19.5,61,partly cloudy,1004.98,1,Winter,3.5,mountain,Rainy,0.8764044943820225
777,30,60,12.0,14,overcast,1009.05,1,Autumn,6.0,mountain,Cloudy,0.449438202247191
778,18,39,12.0,39,overcast,988.64,6,Spring,9.0,mountain,Snowy,0.21348314606741572
779,24,83,20.0,101,overcast,995.39,3,Winter,0.5,inland,Rainy,0.7078651685393258
780,12,93,9.5,86,overcast,996.35,0,Spring,1.5,coastal,Rainy,0.8202247191011236
781,27,75,21.0,70,partly cloudy,1000.86,6,Spring,4.5,coastal,Cloudy,0.6179775280898876
782,20,83,11.0,70,overcast,1003.02,1,Spring,4.5,inland,Rainy,0.7078651685393258
783,-4,86,14.5,84,overcast,993.7,1,Winter,2.0,mountain,Snowy,0.7415730337078652
784,-20,42,10.0,42,cloudy,1177.21,7,Autumn,1.0,mountain,Rainy,0.24719101123595505
785,38,48,3.5,5,clear,1012.26,5,Autumn,9.5,mountain,Sunny,0.3146067415730337
786,27,107,30.5,70,overcast,1003.72,11,Summer,2.0,mountain,Rainy,0.9775280898876404
787,25,64,11.5,58,overcast,1015.31,2,Spring,3.5,coastal,Rainy,0.4943820224719101
788,25,67,7.5,62,overcast,1008.04,3,Autumn,2.0,mountain,Rainy,0.5280898876404494
789,20,61,1.0,4,clear,1019.47,6,Summer,9.0,mountain,Sunny,0.4606741573033708
790,10,70,12.0,30,overcast,1013.4,3,Winter,6.0,inland,Cloudy,0.5617977528089888
791,22,75,10.0,31,overcast,1000.79,4,Winter,7.0,inland,Cloudy,0.6179775280898876
792,4,81,9.5,80,partly cloudy,984.34,1,Winter,1.5,mountain,Snowy,0.6853932584269663
793,11,50,1.5,14,overcast,1015.95,3,Winter,6.5,mountain,Cloudy,0.33707865168539325
794,14,65,16.5,96,partly cloudy,1007.99,0,Autumn,1.0,mountain,Rainy,0.5056179775280899
795,33,97,18.5,82,overcast,1008.39,0,Winter,4.0,inland,Rainy,0.8651685393258427
796,-9,85,15.0,88,overcast,983.37,1,Winter,4.5,inland,Snowy,0.7303370786516854
797,18,75,15.5,67,overcast,1015.03,0,Spring,2.0,mountain,Rainy,0.6179775280898876
798,2,91,10.5,93,overcast,996.91,1,Winter,4.5,mountain,Snowy,0.797752808988764
799,19,66,5.0,64,partly cloudy,1012.05,0,Autumn,1.0,inland,Rainy,0.5168539325842697
800,25,54,7.0,47,partly cloudy,1011.13,3,Spring,7.0,inland,Cloudy,0.38202247191011235
801,31,36,1.0,95,overcast,945.27,12,Winter,2.5,mountain,Cloudy,0.1797752808988764
802,59,95,10.5,74,overcast,1016.59,6,Summer,3.5,coastal,Rainy,0.8426966292134831
803,34,68,13.0,62,overcast,997.87,1,Summer,2.5,coastal,Rainy,0.5393258426966292
804,41,69,10.0,27,cloudy,921.64,3,Autumn,1.5,mountain,Rainy,0.550561797752809
805,-6,49,13.5,49,partly cloudy,1161.34,11,Summer,13.0,coastal,Snowy,0.3258426966292135
806,4,63,9.5,59,overcast,994.63,0,Winter,2.5,inland,Snowy,0.48314606741573035
807,0,82,17.5,92,overcast,986.86,0,Winter,5.0,mountain,Snowy,0.6966292134831461
808,35,38,1.0,86,overcast,870.6,11,Summer,5.5,mountain,Sunny,0.20224719101123595
809,37,25,9.5,6,partly cloudy,1028.14,6,Spring,9.0,inland,Sunny,0.056179775280898875
810,18,70,9.0,92,overcast,1009.71,3,Spring,2.0,coastal,Rainy,0.5617977528089888
811,23,21,0.0,16,clear,1025.67,6,Autumn,9.0,inland,Sunny,0.011235955056179775
812,38,74,11.5,35,cloudy,940.77,12,Spring,11.5,inland,Rainy,0.6067415730337079
813,27,52,5.5,12,clear,1026.19,11,Summer,9.5,mountain,Sunny,0.3595505617977528
814,31,60,7.0,81,partly cloudy,997.83,1,Winter,3.5,coastal,Rainy,0.449438202247191
815,20,55,6.5,42,overcast,1006.69,1,Spring,8.5,coastal,Cloudy,0.39325842696629215
816,34,62,13.5,60,overcast,1013.58,2,Spring,3.5,inland,Rainy,0.47191011235955055
817,17,73,17.5,93,overcast,1003.31,1,Winter,3.0,coastal,Rainy,0.5955056179775281
818,16,66,13.5,19,overcast,1009.24,2,Autumn,5.0,coastal,Cloudy,0.5168539325842697
819,13,85,9.5,71,partly cloudy,1013.06,0,Summer,1.5,inland,Rainy,0.7303370786516854
820,29,75,11.5,14,partly cloudy,1010.79,1,Winter,9.0,inland,Cloudy,0.6179775280898876
821,-10,95,4.0,62,overcast,984.07,0,Winter,1.5,inland,Snowy,0.8426966292134831
822,30,90,13.0,63,partly cloudy,1019.57,1,Spring,3.0,coastal,Rainy,0.7865168539325843
823,34,20,4.5,36,cloudy,966.37,6,Summer,16.0,mountain,Rainy,0.0
824,19,95,2.0,74,partly cloudy,1003.75,4,Spring,2.0,inland,Cloudy,0.8426966292134831
825,20,69,7.0,82,overcast,1010.36,1,Autumn,2.0,mountain,Rainy,0.550561797752809
826,25,93,11.5,96,partly cloudy,1003.56,3,Summer,2.5,mountain,Rainy,0.8202247191011236
827,21,50,5.0,47,partly cloudy,1010.87,3,Winter,9.0,inland,Cloudy,0.33707865168539325
828,2,93,1.5,109,overcast,980.1,2,Winter,5.0,inland,Snowy,0.8202247191011236
829,28,35,1.5,73,cloudy,918.45,0,Summer,10.5,mountain,Sunny,0.16853932584269662
830,31,68,13.5,82,overcast,1019.94,3,Spring,2.0,inland,Rainy,0.5393258426966292
831,18,67,15.0,73,partly cloudy,1005.72,0,Autumn,4.5,inland,Rainy,0.5280898876404494
832,-16,27,14.5,64,overcast,880.38,10,Autumn,3.5,mountain,Cloudy,0.07865168539325842
833,16,80,9.0,85,partly cloudy,1016.83,6,Spring,8.0,coastal,Sunny,0.6741573033707865
834,29,58,0.0,28,overcast,1007.84,3,Spring,6.0,mountain,Cloudy,0.42696629213483145
835,-3,87,11.5,89,partly cloudy,989.61,1,Winter,4.0,mountain,Snowy,0.7528089887640449
836,-6,60,6.5,54,overcast,985.87,0,Winter,4.0,mountain,Snowy,0.449438202247191
837,39,36,0.5,13,partly cloudy,1012.36,5,Spring,5.5,inland,Sunny,0.1797752808988764
838,31,97,19.5,50,overcast,1018.59,3,Autumn,5.0,coastal,Rainy,0.8651685393258427
839,9,70,7.5,12,partly cloudy,822.27,2,Winter,18.0,mountain,Snowy,0.5617977528089888
840,28,39,1.5,0,clear,1010.35,8,Spring,6.0,mountain,Sunny,0.21348314606741572
841,30,61,10.5,28,overcast,1009.71,3,Autumn,8.0,inland,Cloudy,0.4606741573033708
842,-10,69,8.0,97,overcast,993.0,0,Winter,4.5,mountain,Snowy,0.550561797752809
843,15,87,5.0,68,partly cloudy,1013.81,2,Spring,5.0,inland,Rainy,0.7528089887640449
